Taśma kalenicowa Vent-roll 300 mm aluminiowa;3.5;200;1;1
Taśma kalenicowa Vent-roll 300 mm miedziana;9.68;200;1;1
Taśma kalenicowa Vent-roll 390 mm aluminiowa;4.84;200;1;1
Taśma kalenicowa Vent-roll 390 mm miedziana;16.13;200;1;1
Taśma kalenicowa Vental Respiro;7.1;200;1;1
Taśma kalenicowa aluminiowa;5.91;200;1;1
Taśma kalenicowa Blach-vent i Blach-vent plus;4.89;200;1;1
Wywietrznik kalenicowy ze szczotką WK 62, WK 75;10.43;200;1;1
Wywietrznik kalenicowy do gontów bitumicznych;26.88;200;1;1
